wavelength,M11,M12,M13,M14,M21,M22,M23,M24,M31,M32,M33,M34,M41,M42,M43,M44
895,1,0.767147,0,0,0.767147,1,0,0,0,0,0.620278,0.163525,0,0,-0.163525,0.620278
896,1,0.765312,0,0,0.765312,1,0,0,0,0,0.61981,0.173589,0,0,-0.173589,0.61981
897,1,0.763381,0,0,0.763381,1,0,0,0,0,0.619307,0.183596,0,0,-0.183596,0.619307
898,1,0.761356,0,0,0.761356,1,0,0,0,0,0.618772,0.193544,0,0,-0.193544,0.618772
899,1,0.75924,0,0,0.75924,1,0,0,0,0,0.618199,0.203431,0,0,-0.203431,0.618199
900,1,0.757036,0,0,0.757036,1,0,0,0,0,0.61759,0.213257,0,0,-0.213257,0.61759
901,1,0.754742,0,0,0.754742,1,0,0,0,0,0.61695,0.22302,0,0,-0.22302,0.61695
902,1,0.752359,0,0,0.752359,1,0,0,0,0,0.616277,0.232719,0,0,-0.232719,0.616277
903,1,0.749888,0,0,0.749888,1,0,0,0,0,0.615575,0.242353,0,0,-0.242353,0.615575
904,1,0.747333,0,0,0.747333,1,0,0,0,0,0.614841,0.251921,0,0,-0.251921,0.614841
905,1,0.744692,0,0,0.744692,1,0,0,0,0,0.614078,0.261422,0,0,-0.261422,0.614078
906,1,0.741975,0,0,0.741975,1,0,0,0,0,0.613279,0.270853,0,0,-0.270853,0.613279
907,1,0.739178,0,0,0.739178,1,0,0,0,0,0.612449,0.280216,0,0,-0.280216,0.612449
908,1,0.736302,0,0,0.736302,1,0,0,0,0,0.611592,0.289508,0,0,-0.289508,0.611592
909,1,0.733348,0,0,0.733348,1,0,0,0,0,0.610707,0.298729,0,0,-0.298729,0.610707
910,1,0.730317,0,0,0.730317,1,0,0,0,0,0.609794,0.307878,0,0,-0.307878,0.609794
911,1,0.727212,0,0,0.727212,1,0,0,0,0,0.608854,0.316954,0,0,-0.316954,0.608854
912,1,0.724035,0,0,0.724035,1,0,0,0,0,0.607887,0.325955,0,0,-0.325955,0.607887
913,1,0.720792,0,0,0.720792,1,0,0,0,0,0.606887,0.334884,0,0,-0.334884,0.606887
914,1,0.717479,0,0,0.717479,1,0,0,0,0,0.605863,0.343736,0,0,-0.343736,0.605863
915,1,0.714098,0,0,0.714098,1,0,0,0,0,0.604813,0.352512,0,0,-0.352512,0.604813
916,1,0.71065,0,0,0.71065,1,0,0,0,0,0.60374,0.361212,0,0,-0.361212,0.60374
917,1,0.707137,0,0,0.707137,1,0,0,0,0,0.602643,0.369836,0,0,-0.369836,0.602643
918,1,0.703561,0,0,0.703561,1,0,0,0,0,0.601523,0.378382,0,0,-0.378382,0.601523
919,1,0.699926,0,0,0.699926,1,0,0,0,0,0.600376,0.38685,0,0,-0.38685,0.600376
920,1,0.696234,0,0,0.696234,1,0,0,0,0,0.599204,0.395239,0,0,-0.395239,0.599204
921,1,0.692483,0,0,0.692483,1,0,0,0,0,0.59801,0.403549,0,0,-0.403549,0.59801
922,1,0.688675,0,0,0.688675,1,0,0,0,0,0.596794,0.411781,0,0,-0.411781,0.596794
923,1,0.684812,0,0,0.684812,1,0,0,0,0,0.595558,0.419932,0,0,-0.419932,0.595558
924,1,0.680894,0,0,0.680894,1,0,0,0,0,0.594303,0.428004,0,0,-0.428004,0.594303
925,1,0.676924,0,0,0.676924,1,0,0,0,0,0.593027,0.435996,0,0,-0.435996,0.593027
926,1,0.672907,0,0,0.672907,1,0,0,0,0,0.591728,0.443908,0,0,-0.443908,0.591728
927,1,0.668844,0,0,0.668844,1,0,0,0,0,0.590407,0.451739,0,0,-0.451739,0.590407
928,1,0.664731,0,0,0.664731,1,0,0,0,0,0.589069,0.45949,0,0,-0.45949,0.589069
929,1,0.660573,0,0,0.660573,1,0,0,0,0,0.587712,0.467159,0,0,-0.467159,0.587712
930,1,0.65637,0,0,0.65637,1,0,0,0,0,0.586339,0.474748,0,0,-0.474748,0.586339
931,1,0.652122,0,0,0.652122,1,0,0,0,0,0.584949,0.482256,0,0,-0.482256,0.584949
932,1,0.647834,0,0,0.647834,1,0,0,0,0,0.583542,0.489683,0,0,-0.489683,0.583542
933,1,0.643508,0,0,0.643508,1,0,0,0,0,0.582117,0.497029,0,0,-0.497029,0.582117
934,1,0.639145,0,0,0.639145,1,0,0,0,0,0.580672,0.504294,0,0,-0.504294,0.580672
935,1,0.634745,0,0,0.634745,1,0,0,0,0,0.579214,0.511479,0,0,-0.511479,0.579214
936,1,0.630308,0,0,0.630308,1,0,0,0,0,0.57774,0.518582,0,0,-0.518582,0.57774
937,1,0.625836,0,0,0.625836,1,0,0,0,0,0.576254,0.525605,0,0,-0.525605,0.576254
938,1,0.62133,0,0,0.62133,1,0,0,0,0,0.574753,0.532548,0,0,-0.532548,0.574753
939,1,0.616792,0,0,0.616792,1,0,0,0,0,0.573241,0.53941,0,0,-0.53941,0.573241
940,1,0.612227,0,0,0.612227,1,0,0,0,0,0.57171,0.546192,0,0,-0.546192,0.57171
941,1,0.607634,0,0,0.607634,1,0,0,0,0,0.570166,0.552894,0,0,-0.552894,0.570166
942,1,0.603013,0,0,0.603013,1,0,0,0,0,0.56861,0.559517,0,0,-0.559517,0.56861
943,1,0.598364,0,0,0.598364,1,0,0,0,0,0.567043,0.56606,0,0,-0.56606,0.567043
944,1,0.593689,0,0,0.593689,1,0,0,0,0,0.565464,0.572524,0,0,-0.572524,0.565464
945,1,0.58899,0,0,0.58899,1,0,0,0,0,0.563876,0.578908,0,0,-0.578908,0.563876
946,1,0.584268,0,0,0.584268,1,0,0,0,0,0.562277,0.585215,0,0,-0.585215,0.562277
947,1,0.579525,0,0,0.579525,1,0,0,0,0,0.560666,0.591442,0,0,-0.591442,0.560666
948,1,0.574764,0,0,0.574764,1,0,0,0,0,0.559042,0.597593,0,0,-0.597593,0.559042
949,1,0.569983,0,0,0.569983,1,0,0,0,0,0.55741,0.603667,0,0,-0.603667,0.55741
950,1,0.565184,0,0,0.565184,1,0,0,0,0,0.555769,0.609663,0,0,-0.609663,0.555769
951,1,0.560366,0,0,0.560366,1,0,0,0,0,0.55412,0.615582,0,0,-0.615582,0.55412
952,1,0.555532,0,0,0.555532,1,0,0,0,0,0.552463,0.621425,0,0,-0.621425,0.552463
953,1,0.550682,0,0,0.550682,1,0,0,0,0,0.550799,0.627191,0,0,-0.627191,0.550799
954,1,0.545819,0,0,0.545819,1,0,0,0,0,0.549127,0.632883,0,0,-0.632883,0.549127
955,1,0.540946,0,0,0.540946,1,0,0,0,0,0.547444,0.638501,0,0,-0.638501,0.547444
956,1,0.536061,0,0,0.536061,1,0,0,0,0,0.545753,0.644044,0,0,-0.644044,0.545753
957,1,0.531164,0,0,0.531164,1,0,0,0,0,0.544057,0.649513,0,0,-0.649513,0.544057
958,1,0.526257,0,0,0.526257,1,0,0,0,0,0.542355,0.654908,0,0,-0.654908,0.542355
959,1,0.52134,0,0,0.52134,1,0,0,0,0,0.540648,0.660231,0,0,-0.660231,0.540648
960,1,0.516415,0,0,0.516415,1,0,0,0,0,0.538936,0.66548,0,0,-0.66548,0.538936
961,1,0.511481,0,0,0.511481,1,0,0,0,0,0.537219,0.670658,0,0,-0.670658,0.537219
962,1,0.506545,0,0,0.506545,1,0,0,0,0,0.535493,0.675765,0,0,-0.675765,0.535493
963,1,0.501604,0,0,0.501604,1,0,0,0,0,0.533763,0.680802,0,0,-0.680802,0.533763
964,1,0.496657,0,0,0.496657,1,0,0,0,0,0.532027,0.685769,0,0,-0.685769,0.532027
965,1,0.491706,0,0,0.491706,1,0,0,0,0,0.530289,0.690665,0,0,-0.690665,0.530289
966,1,0.486752,0,0,0.486752,1,0,0,0,0,0.528548,0.695492,0,0,-0.695492,0.528548
967,1,0.481794,0,0,0.481794,1,0,0,0,0,0.526804,0.700251,0,0,-0.700251,0.526804
968,1,0.476835,0,0,0.476835,1,0,0,0,0,0.525056,0.704942,0,0,-0.704942,0.525056
969,1,0.471876,0,0,0.471876,1,0,0,0,0,0.523306,0.709566,0,0,-0.709566,0.523306
970,1,0.46692,0,0,0.46692,1,0,0,0,0,0.521549,0.714124,0,0,-0.714124,0.521549
971,1,0.461964,0,0,0.461964,1,0,0,0,0,0.51979,0.718615,0,0,-0.718615,0.51979
972,1,0.45701,0,0,0.45701,1,0,0,0,0,0.518029,0.723041,0,0,-0.723041,0.518029
973,1,0.452056,0,0,0.452056,1,0,0,0,0,0.516266,0.727402,0,0,-0.727402,0.516266
974,1,0.447105,0,0,0.447105,1,0,0,0,0,0.514503,0.731699,0,0,-0.731699,0.514503
975,1,0.442158,0,0,0.442158,1,0,0,0,0,0.512739,0.735932,0,0,-0.735932,0.512739
976,1,0.437214,0,0,0.437214,1,0,0,0,0,0.510973,0.740102,0,0,-0.740102,0.510973
977,1,0.432276,0,0,0.432276,1,0,0,0,0,0.509204,0.74421,0,0,-0.74421,0.509204
978,1,0.427345,0,0,0.427345,1,0,0,0,0,0.507433,0.748256,0,0,-0.748256,0.507433
979,1,0.42242,0,0,0.42242,1,0,0,0,0,0.505662,0.752241,0,0,-0.752241,0.505662
980,1,0.417501,0,0,0.417501,1,0,0,0,0,0.503891,0.756166,0,0,-0.756166,0.503891
981,1,0.412588,0,0,0.412588,1,0,0,0,0,0.50212,0.760031,0,0,-0.760031,0.50212
982,1,0.407682,0,0,0.407682,1,0,0,0,0,0.500349,0.763836,0,0,-0.763836,0.500349
983,1,0.402784,0,0,0.402784,1,0,0,0,0,0.49858,0.767583,0,0,-0.767583,0.49858
984,1,0.397894,0,0,0.397894,1,0,0,0,0,0.496811,0.771271,0,0,-0.771271,0.496811
985,1,0.393016,0,0,0.393016,1,0,0,0,0,0.495039,0.774903,0,0,-0.774903,0.495039
986,1,0.388148,0,0,0.388148,1,0,0,0,0,0.493267,0.778478,0,0,-0.778478,0.493267
987,1,0.383289,0,0,0.383289,1,0,0,0,0,0.491497,0.781998,0,0,-0.781998,0.491497
988,1,0.378441,0,0,0.378441,1,0,0,0,0,0.489729,0.785461,0,0,-0.785461,0.489729
989,1,0.373602,0,0,0.373602,1,0,0,0,0,0.487962,0.788869,0,0,-0.788869,0.487962
990,1,0.368775,0,0,0.368775,1,0,0,0,0,0.486197,0.792223,0,0,-0.792223,0.486197
991,1,0.363958,0,0,0.363958,1,0,0,0,0,0.484434,0.795524,0,0,-0.795524,0.484434
992,1,0.359154,0,0,0.359154,1,0,0,0,0,0.482673,0.798771,0,0,-0.798771,0.482673
993,1,0.354366,0,0,0.354366,1,0,0,0,0,0.480909,0.801967,0,0,-0.801967,0.480909
994,1,0.34959,0,0,0.34959,1,0,0,0,0,0.479148,0.805111,0,0,-0.805111,0.479148
995,1,0.344826,0,0,0.344826,1,0,0,0,0,0.47739,0.808204,0,0,-0.808204,0.47739
996,1,0.340076,0,0,0.340076,1,0,0,0,0,0.475634,0.811246,0,0,-0.811246,0.475634
997,1,0.335339,0,0,0.335339,1,0,0,0,0,0.473881,0.814238,0,0,-0.814238,0.473881
998,1,0.330616,0,0,0.330616,1,0,0,0,0,0.472131,0.817181,0,0,-0.817181,0.472131
999,1,0.325907,0,0,0.325907,1,0,0,0,0,0.470384,0.820075,0,0,-0.820075,0.470384
